ID, month, day, hour, minute, accumulated minutes, temperature, rainfall, relative humidity
1701306180,11,30,9,3,543,19.54,0.38,83.59
1701306240,11,30,9,4,544,19.54,0.38,83.59
1701306300,11,30,9,5,545,19.54,0.38,83.59
1701306360,11,30,9,6,546,19.54,0.38,83.59
1701306420,11,30,9,7,547,19.54,0.38,83.59
1701306480,11,30,9,8,548,19.54,0.38,83.59
1701306540,11,30,9,9,549,19.54,0.38,83.59
1701306600,11,30,9,10,550,19.54,0.38,83.59
1701306660,11,30,9,11,551,19.54,0.38,83.59
1701306720,11,30,9,12,552,19.54,0.38,83.59
1701306780,11,30,9,13,553,19.54,0.38,83.59
1701306840,11,30,9,14,554,19.54,0.38,83.59
1701306900,11,30,9,15,555,19.54,0.38,83.59
1701306960,11,30,9,16,556,19.54,0.38,83.59
1701307020,11,30,9,17,557,19.54,0.38,83.59
1701307080,11,30,9,18,558,19.54,0.38,83.59
1701307140,11,30,9,19,559,19.54,0.38,83.59
1701307200,11,30,9,20,560,19.54,0.38,83.59
1701307260,11,30,9,21,561,19.54,0.38,83.59
1701307320,11,30,9,22,562,19.54,0.38,83.59
1701307380,11,30,9,23,563,19.54,0.38,83.59
1701307440,11,30,9,24,564,19.54,0.38,83.59
1701307500,11,30,9,25,565,19.54,0.38,83.59
1701307560,11,30,9,26,566,19.54,0.38,83.59
1701307620,11,30,9,27,567,19.54,0.38,83.59
1701307680,11,30,9,28,568,19.54,0.38,83.59
1701307740,11,30,9,29,569,19.54,0.38,83.59
1701307800,11,30,9,30,570,19.54,0.38,83.59
1701307860,11,30,9,31,571,19.54,0.38,83.59
1701307920,11,30,9,32,572,19.54,0.38,83.59
1701307980,11,30,9,33,573,19.54,0.38,83.59
1701308040,11,30,9,34,574,19.54,0.38,83.59
1701308100,11,30,9,35,575,19.54,0.38,83.59
1701308160,11,30,9,36,576,19.54,0.38,83.59
1701308220,11,30,9,37,577,19.54,0.38,83.59
1701308280,11,30,9,38,578,19.54,0.38,83.59
1701308340,11,30,9,39,579,19.54,0.38,83.59
1701308400,11,30,9,40,580,19.54,0.38,83.59
1701308460,11,30,9,41,581,19.54,0.38,83.59
1701308520,11,30,9,42,582,19.54,0.38,83.59
1701308580,11,30,9,43,583,19.54,0.38,83.59
1701308640,11,30,9,44,584,19.54,0.38,83.59
1701308700,11,30,9,45,585,19.54,0.38,83.59
1701308760,11,30,9,46,586,19.54,0.38,83.59
1701308820,11,30,9,47,587,19.54,0.38,83.59
1701308880,11,30,9,48,588,19.54,0.38,83.59
1701308940,11,30,9,49,589,19.54,0.38,83.59
1701309000,11,30,9,50,590,19.54,0.38,83.59
1701309060,11,30,9,51,591,19.54,0.38,83.59
1701309120,11,30,9,52,592,19.54,0.38,83.59
1701309180,11,30,9,53,593,19.54,0.38,83.59
1701309240,11,30,9,54,594,19.54,0.38,83.59
1701309300,11,30,9,55,595,19.54,0.38,83.59
1701309360,11,30,9,56,596,19.54,0.38,83.59
1701309420,11,30,9,57,597,19.54,0.38,83.59
1701309480,11,30,9,58,598,19.54,0.38,83.59
1701309540,11,30,9,59,599,19.54,0.38,83.59
1701309600,11,30,10,0,600,19.54,0.38,83.59
1701309660,11,30,10,1,601,19.54,0.38,83.59
1701309720,11,30,10,2,602,19.54,0.38,83.59
1701309780,11,30,10,3,603,19.54,0.38,83.59
1701309840,11,30,10,4,604,19.54,0.38,83.59
1701309900,11,30,10,5,605,19.54,0.38,83.59
1701309960,11,30,10,6,606,19.54,0.38,83.59
1701310020,11,30,10,7,607,19.54,0.38,83.59
1701310080,11,30,10,8,608,19.54,0.38,83.59
1701310140,11,30,10,9,609,19.54,0.38,83.59
1701310200,11,30,10,10,610,19.54,0.38,83.59
1701310260,11,30,10,11,611,19.54,0.38,83.59
1701310320,11,30,10,12,612,19.54,0.38,83.59
1701310380,11,30,10,13,613,19.54,0.38,83.59
1701310440,11,30,10,14,614,19.54,0.38,83.59
1701310500,11,30,10,15,615,19.54,0.38,83.59
1701310560,11,30,10,16,616,19.54,0.38,83.59
1701310620,11,30,10,17,617,19.54,0.38,83.59
1701310680,11,30,10,18,618,19.54,0.38,83.59
1701310740,11,30,10,19,619,19.54,0.38,83.59
1701310800,11,30,10,20,620,19.54,0.38,83.59
1701310860,11,30,10,21,621,19.54,0.38,83.59
1701310920,11,30,10,22,622,19.54,0.38,83.59
1701310980,11,30,10,23,623,19.54,0.38,83.59
1701311040,11,30,10,24,624,19.54,0.38,83.59
1701311100,11,30,10,25,625,19.54,0.38,83.59
1701311160,11,30,10,26,626,19.54,0.38,83.59
1701311220,11,30,10,27,627,19.54,0.38,83.59
1701311280,11,30,10,28,628,19.54,0.38,83.59
1701311340,11,30,10,29,629,19.54,0.38,83.59
1701311400,11,30,10,30,630,19.54,0.38,83.59
1701311460,11,30,10,31,631,19.54,0.38,83.59
1701311520,11,30,10,32,632,19.54,0.38,83.59
1701311580,11,30,10,33,633,19.54,0.38,83.59
1701311640,11,30,10,34,634,19.54,0.38,83.59
1701311700,11,30,10,35,635,19.54,0.38,83.59
1701311760,11,30,10,36,636,19.54,0.38,83.59
1701311820,11,30,10,37,637,19.54,0.38,83.59
1701311880,11,30,10,38,638,19.54,0.38,83.59
1701311940,11,30,10,39,639,19.54,0.38,83.59
1701312000,11,30,10,40,640,19.54,0.38,83.59
1701312060,11,30,10,41,641,19.54,0.38,83.59
1701312120,11,30,10,42,642,19.54,0.38,83.59
1701312180,11,30,10,43,643,19.54,0.38,83.59
1701312240,11,30,10,44,644,19.54,0.38,83.59
1701312300,11,30,10,45,645,19.54,0.38,83.59
1701312360,11,30,10,46,646,19.54,0.38,83.59
1701312420,11,30,10,47,647,19.54,0.38,83.59
1701312480,11,30,10,48,648,19.54,0.38,83.59
1701312540,11,30,10,49,649,19.54,0.38,83.59
1701312600,11,30,10,50,650,19.54,0.38,83.59
1701312660,11,30,10,51,651,19.54,0.38,83.59
1701312720,11,30,10,52,652,19.54,0.38,83.59
1701312780,11,30,10,53,653,19.54,0.38,83.59
1701312840,11,30,10,54,654,19.54,0.38,83.59
1701312900,11,30,10,55,655,19.54,0.38,83.59
1701312960,11,30,10,56,656,19.54,0.38,83.59
1701313020,11,30,10,57,657,19.54,0.38,83.59
1701313080,11,30,10,58,658,19.54,0.38,83.59
1701313140,11,30,10,59,659,19.54,0.38,83.59
1701313200,11,30,11,0,660,19.54,0.38,83.59
1701313260,11,30,11,1,661,19.54,0.38,83.59
1701313320,11,30,11,2,662,19.54,0.38,83.59
1701313380,11,30,11,3,663,19.54,0.38,83.59
1701313440,11,30,11,4,664,19.54,0.38,83.59
1701313500,11,30,11,5,665,19.54,0.38,83.59
1701313560,11,30,11,6,666,19.54,0.38,83.59
1701313620,11,30,11,7,667,19.54,0.38,83.59
1701313680,11,30,11,8,668,19.54,0.38,83.59
1701313740,11,30,11,9,669,19.54,0.38,83.59
1701313800,11,30,11,10,670,19.54,0.38,83.59
1701313860,11,30,11,11,671,19.54,0.38,83.59
1701313920,11,30,11,12,672,19.54,0.38,83.59
1701313980,11,30,11,13,673,19.54,0.38,83.59
1701314040,11,30,11,14,674,19.54,0.38,83.59
1701314100,11,30,11,15,675,19.54,0.38,83.59
1701314160,11,30,11,16,676,19.54,0.38,83.59
1701314220,11,30,11,17,677,19.54,0.38,83.59
1701314280,11,30,11,18,678,19.54,0.38,83.59
1701314340,11,30,11,19,679,19.54,0.38,83.59
1701314400,11,30,11,20,680,19.54,0.38,83.59
1701314460,11,30,11,21,681,19.54,0.38,83.59
1701314520,11,30,11,22,682,19.54,0.38,83.59
1701314580,11,30,11,23,683,19.54,0.38,83.59
1701314640,11,30,11,24,684,19.54,0.38,83.59
1701314700,11,30,11,25,685,19.54,0.38,83.59
1701314760,11,30,11,26,686,19.54,0.38,83.59
1701314820,11,30,11,27,687,19.54,0.38,83.59
1701314880,11,30,11,28,688,19.54,0.38,83.59
1701314940,11,30,11,29,689,19.54,0.38,83.59
1701315000,11,30,11,30,690,19.54,0.38,83.59
1701315060,11,30,11,31,691,19.54,0.38,83.59
1701315120,11,30,11,32,692,19.54,0.38,83.59
1701315180,11,30,11,33,693,19.54,0.38,83.59
1701315240,11,30,11,34,694,19.54,0.38,83.59
1701315300,11,30,11,35,695,19.54,0.38,83.59
1701315360,11,30,11,36,696,19.54,0.38,83.59
1701315420,11,30,11,37,697,19.54,0.38,83.59
1701315480,11,30,11,38,698,19.54,0.38,83.59
1701315540,11,30,11,39,699,19.54,0.38,83.59
1701315600,11,30,11,40,700,19.54,0.38,83.59
1701315660,11,30,11,41,701,19.54,0.38,83.59
1701315720,11,30,11,42,702,19.54,0.38,83.59
1701315780,11,30,11,43,703,19.54,0.38,83.59
1701315840,11,30,11,44,704,19.54,0.38,83.59
1701315900,11,30,11,45,705,19.54,0.38,83.59
1701315960,11,30,11,46,706,19.54,0.38,83.59
1701316020,11,30,11,47,707,19.54,0.38,83.59
1701316080,11,30,11,48,708,19.54,0.38,83.59
1701316140,11,30,11,49,709,19.54,0.38,83.59
1701316200,11,30,11,50,710,19.54,0.38,83.59
1701316260,11,30,11,51,711,19.54,0.38,83.59
1701316320,11,30,11,52,712,19.54,0.38,83.59
1701316380,11,30,11,53,713,19.54,0.38,83.59
1701316440,11,30,11,54,714,19.54,0.38,83.59
1701316500,11,30,11,55,715,19.54,0.38,83.59
1701316560,11,30,11,56,716,19.54,0.38,83.59
1701316620,11,30,11,57,717,18.34,0.16,88.6
1701316680,11,30,11,58,718,18.34,0.16,88.6
1701316740,11,30,11,59,719,18.34,0.16,88.6
1701316800,11,30,12,0,720,18.34,0.16,88.6
1701316860,11,30,12,1,721,18.34,0.16,88.6
1701316920,11,30,12,2,722,18.34,0.16,88.6
1701316980,11,30,12,3,723,18.34,0.16,88.6
1701317040,11,30,12,4,724,18.34,0.16,88.6
1701317100,11,30,12,5,725,18.34,0.16,88.6
1701317160,11,30,12,6,726,18.34,0.16,88.6
1701317220,11,30,12,7,727,18.34,0.16,88.6
1701317280,11,30,12,8,728,18.34,0.16,88.6
1701317340,11,30,12,9,729,18.34,0.16,88.6
1701317400,11,30,12,10,730,18.34,0.16,88.6
1701317460,11,30,12,11,731,18.34,0.16,88.6
1701317520,11,30,12,12,732,18.34,0.16,88.6
1701317580,11,30,12,13,733,18.34,0.16,88.6
1701317640,11,30,12,14,734,18.34,0.16,88.6
1701317700,11,30,12,15,735,18.34,0.16,88.6
1701317760,11,30,12,16,736,18.34,0.16,88.6
1701317820,11,30,12,17,737,18.34,0.16,88.6
1701317880,11,30,12,18,738,18.34,0.16,88.6
1701317940,11,30,12,19,739,18.34,0.16,88.6
1701318000,11,30,12,20,740,18.34,0.16,88.6
1701318060,11,30,12,21,741,18.34,0.16,88.6
1701318120,11,30,12,22,742,18.34,0.16,88.6
1701318180,11,30,12,23,743,18.34,0.16,88.6
1701318240,11,30,12,24,744,18.34,0.16,88.6
1701318300,11,30,12,25,745,18.34,0.16,88.6
1701318360,11,30,12,26,746,18.34,0.16,88.6
1701318420,11,30,12,27,747,18.34,0.16,88.6
1701318480,11,30,12,28,748,18.34,0.16,88.6
1701318540,11,30,12,29,749,18.34,0.16,88.6
1701318600,11,30,12,30,750,18.34,0.16,88.6
1701318660,11,30,12,31,751,18.34,0.16,88.6
1701318720,11,30,12,32,752,18.34,0.16,88.6
1701318780,11,30,12,33,753,18.34,0.16,88.6
1701318840,11,30,12,34,754,18.34,0.16,88.6
1701318900,11,30,12,35,755,18.34,0.16,88.6
1701318960,11,30,12,36,756,18.34,0.16,88.6
1701319020,11,30,12,37,757,18.34,0.16,88.6
1701319080,11,30,12,38,758,18.34,0.16,88.6
1701319140,11,30,12,39,759,18.34,0.16,88.6
1701319200,11,30,12,40,760,18.34,0.16,88.6
1701319260,11,30,12,41,761,18.34,0.16,88.6
1701319320,11,30,12,42,762,18.34,0.16,88.6
1701319380,11,30,12,43,763,18.34,0.16,88.6
1701319440,11,30,12,44,764,18.34,0.16,88.6
1701319500,11,30,12,45,765,18.34,0.16,88.6
1701319560,11,30,12,46,766,18.34,0.16,88.6
1701319620,11,30,12,47,767,18.34,0.16,88.6
1701319680,11,30,12,48,768,18.34,0.16,88.6
1701319740,11,30,12,49,769,18.34,0.16,88.6
1701319800,11,30,12,50,770,18.34,0.16,88.6
1701319860,11,30,12,51,771,18.34,0.16,88.6
1701319920,11,30,12,52,772,18.34,0.16,88.6
1701319980,11,30,12,53,773,18.34,0.16,88.6
1701320040,11,30,12,54,774,18.34,0.16,88.6
1701320100,11,30,12,55,775,18.34,0.16,88.6
1701320160,11,30,12,56,776,18.34,0.16,88.6
1701320220,11,30,12,57,777,18.34,0.16,88.6
1701320280,11,30,12,58,778,18.34,0.16,88.6
1701320340,11,30,12,59,779,18.34,0.16,88.6
1701320400,11,30,13,0,780,18.34,0.16,88.6
1701320460,11,30,13,1,781,18.34,0.16,88.6
1701320520,11,30,13,2,782,18.34,0.16,88.6
1701320580,11,30,13,3,783,18.34,0.16,88.6
1701320640,11,30,13,4,784,18.34,0.16,88.6
1701320700,11,30,13,5,785,18.34,0.16,88.6
1701320760,11,30,13,6,786,18.34,0.16,88.6
1701320820,11,30,13,7,787,18.34,0.16,88.6
1701320880,11,30,13,8,788,18.34,0.16,88.6
1701320940,11,30,13,9,789,18.34,0.16,88.6
1701321000,11,30,13,10,790,18.34,0.16,88.6
1701321060,11,30,13,11,791,18.34,0.16,88.6
1701321120,11,30,13,12,792,18.34,0.16,88.6
1701321180,11,30,13,13,793,18.34,0.16,88.6
1701321240,11,30,13,14,794,18.34,0.16,88.6
1701321300,11,30,13,15,795,18.34,0.16,88.6
1701321360,11,30,13,16,796,18.34,0.16,88.6
1701321420,11,30,13,17,797,18.34,0.16,88.6
1701321480,11,30,13,18,798,18.34,0.16,88.6
1701321540,11,30,13,19,799,18.34,0.16,88.6
1701321600,11,30,13,20,800,18.34,0.16,88.6
1701321660,11,30,13,21,801,18.34,0.16,88.6
1701321720,11,30,13,22,802,18.34,0.16,88.6
1701321780,11,30,13,23,803,18.34,0.16,88.6
1701321840,11,30,13,24,804,18.34,0.16,88.6
1701321900,11,30,13,25,805,18.34,0.16,88.6
1701321960,11,30,13,26,806,18.34,0.16,88.6
1701322020,11,30,13,27,807,18.34,0.16,88.6
1701322080,11,30,13,28,808,18.34,0.16,88.6
1701322140,11,30,13,29,809,18.34,0.16,88.6
1701322200,11,30,13,30,810,18.34,0.16,88.6
1701322260,11,30,13,31,811,18.34,0.16,88.6
1701322320,11,30,13,32,812,18.34,0.16,88.6
1701322380,11,30,13,33,813,18.34,0.16,88.6
1701322440,11,30,13,34,814,18.34,0.16,88.6
1701322500,11,30,13,35,815,18.34,0.16,88.6
1701322560,11,30,13,36,816,18.34,0.16,88.6
1701322620,11,30,13,37,817,18.34,0.16,88.6
1701322680,11,30,13,38,818,18.34,0.16,88.6
1701322740,11,30,13,39,819,18.34,0.16,88.6
1701322800,11,30,13,40,820,18.34,0.16,88.6
1701322860,11,30,13,41,821,18.34,0.16,88.6
1701322920,11,30,13,42,822,18.34,0.16,88.6
1701322980,11,30,13,43,823,18.34,0.16,88.6
1701323040,11,30,13,44,824,18.34,0.16,88.6
1701323100,11,30,13,45,825,18.34,0.16,88.6
1701323160,11,30,13,46,826,18.34,0.16,88.6
1701323220,11,30,13,47,827,18.34,0.16,88.6
1701323280,11,30,13,48,828,18.34,0.16,88.6
1701323340,11,30,13,49,829,18.34,0.16,88.6
1701323400,11,30,13,50,830,18.34,0.16,88.6
1701323460,11,30,13,51,831,18.34,0.16,88.6
1701323520,11,30,13,52,832,18.34,0.16,88.6
1701323580,11,30,13,53,833,18.34,0.16,88.6
1701323640,11,30,13,54,834,18.34,0.16,88.6
1701323700,11,30,13,55,835,18.34,0.16,88.6
1701323760,11,30,13,56,836,18.34,0.16,88.6
1701323820,11,30,13,57,837,18.34,0.16,88.6
1701323880,11,30,13,58,838,18.34,0.16,88.6
1701323940,11,30,13,59,839,18.34,0.16,88.6
1701324000,11,30,14,0,840,18.34,0.16,88.6
1701324060,11,30,14,1,841,18.34,0.16,88.6
1701324120,11,30,14,2,842,18.34,0.16,88.6
1701324180,11,30,14,3,843,18.34,0.16,88.6
1701324240,11,30,14,4,844,18.34,0.16,88.6
1701324300,11,30,14,5,845,18.34,0.16,88.6
1701324360,11,30,14,6,846,18.34,0.16,88.6
1701324420,11,30,14,7,847,18.34,0.16,88.6
1701324480,11,30,14,8,848,18.34,0.16,88.6
1701324540,11,30,14,9,849,18.34,0.16,88.6
1701324600,11,30,14,10,850,18.34,0.16,88.6
1701324660,11,30,14,11,851,18.34,0.16,88.6
1701324720,11,30,14,12,852,18.34,0.16,88.6
1701324780,11,30,14,13,853,18.34,0.16,88.6
1701324840,11,30,14,14,854,18.34,0.16,88.6
1701324900,11,30,14,15,855,18.34,0.16,88.6
1701324960,11,30,14,16,856,18.34,0.16,88.6
1701325020,11,30,14,17,857,18.34,0.16,88.6
1701325080,11,30,14,18,858,18.34,0.16,88.6
1701325140,11,30,14,19,859,18.34,0.16,88.6
1701325200,11,30,14,20,860,18.34,0.16,88.6
1701325260,11,30,14,21,861,18.34,0.16,88.6
1701325320,11,30,14,22,862,18.34,0.16,88.6
1701325380,11,30,14,23,863,18.34,0.16,88.6
1701325440,11,30,14,24,864,18.34,0.16,88.6
1701325500,11,30,14,25,865,18.34,0.16,88.6
1701325560,11,30,14,26,866,18.34,0.16,88.6
1701325620,11,30,14,27,867,18.34,0.16,88.6
1701325680,11,30,14,28,868,18.34,0.16,88.6
1701325740,11,30,14,29,869,18.34,0.16,88.6
1701325800,11,30,14,30,870,18.34,0.16,88.6
1701325860,11,30,14,31,871,18.34,0.16,88.6
