ID (Epoch timestamp), month, day, hour, minute, accumulated minutes, temperature, rainfall, relative humidity
1701559860,12,3,7,31,451,451,18.75,0.72,86.80
1701559920,12,3,7,32,452,452,18.75,0.72,86.80
1701559980,12,3,7,33,453,453,18.75,0.72,86.80
1701560040,12,3,7,34,454,454,18.75,0.72,86.80
1701560100,12,3,7,35,455,455,18.75,0.72,86.80
1701560160,12,3,7,36,456,456,18.75,0.72,86.80
1701560220,12,3,7,37,457,457,18.75,0.72,86.80
1701560280,12,3,7,38,458,458,18.75,0.72,86.80
1701560340,12,3,7,39,459,459,18.75,0.72,86.80
1701560400,12,3,7,40,460,460,18.75,0.72,86.80
1701560460,12,3,7,41,461,461,18.75,0.72,86.80
1701560520,12,3,7,42,462,462,18.75,0.72,86.80
1701560580,12,3,7,43,463,463,18.75,0.72,86.80
1701560640,12,3,7,44,464,464,18.75,0.72,86.80
1701560700,12,3,7,45,465,465,18.65,0.70,87.54
1701560760,12,3,7,46,466,466,18.65,0.70,87.54
1701560820,12,3,7,47,467,467,18.65,0.70,87.54
1701560880,12,3,7,48,468,468,18.65,0.70,87.54
1701560940,12,3,7,49,469,469,18.65,0.70,87.54
1701561000,12,3,7,50,470,470,18.65,0.70,87.54
1701561060,12,3,7,51,471,471,18.65,0.70,87.54
1701561120,12,3,7,52,472,472,18.65,0.70,87.54
1701561180,12,3,7,53,473,473,18.65,0.70,87.54
1701561240,12,3,7,54,474,474,18.65,0.70,87.54
1701561300,12,3,7,55,475,475,18.65,0.70,87.54
1701561360,12,3,7,56,476,476,18.65,0.70,87.54
1701561420,12,3,7,57,477,477,18.65,0.70,87.54
1701561480,12,3,7,58,478,478,18.65,0.70,87.54
1701561540,12,3,7,59,479,479,18.65,0.70,87.54
1701561600,12,3,8,0,480,480,18.65,0.70,87.54
1701561660,12,3,8,1,481,481,18.65,0.70,87.54
1701561720,12,3,8,2,482,482,18.65,0.70,87.54
1701561780,12,3,8,3,483,483,18.65,0.70,87.54
1701561840,12,3,8,4,484,484,18.65,0.70,87.54
1701561900,12,3,8,5,485,485,18.65,0.70,87.54
1701561960,12,3,8,6,486,486,18.65,0.70,87.54
1701562020,12,3,8,7,487,487,18.65,0.70,87.54
1701562080,12,3,8,8,488,488,18.65,0.70,87.54
1701562140,12,3,8,9,489,489,18.65,0.70,87.54
1701562200,12,3,8,10,490,490,18.65,0.70,87.54
1701562260,12,3,8,11,491,491,18.65,0.70,87.54
1701562320,12,3,8,12,492,492,18.65,0.70,87.54
1701562380,12,3,8,13,493,493,18.65,0.70,87.54
1701562440,12,3,8,14,494,494,18.65,0.70,87.54
1701562500,12,3,8,15,495,495,18.55,0.68,88.28
1701562560,12,3,8,16,496,496,18.55,0.68,88.28
1701562620,12,3,8,17,497,497,18.55,0.68,88.28
1701562680,12,3,8,18,498,498,18.55,0.68,88.28
1701562740,12,3,8,19,499,499,18.55,0.68,88.28
1701562800,12,3,8,20,500,500,18.55,0.68,88.28
1701562860,12,3,8,21,501,501,18.55,0.68,88.28
1701562920,12,3,8,22,502,502,18.55,0.68,88.28
1701562980,12,3,8,23,503,503,18.55,0.68,88.28
1701563040,12,3,8,24,504,504,18.55,0.68,88.28
1701563100,12,3,8,25,505,505,18.55,0.68,88.28
1701563160,12,3,8,26,506,506,18.55,0.68,88.28
1701563220,12,3,8,27,507,507,18.55,0.68,88.28
1701563280,12,3,8,28,508,508,18.55,0.68,88.28
1701563340,12,3,8,29,509,509,18.55,0.68,88.28
1701563400,12,3,8,30,510,510,18.55,0.68,88.28
1701563460,12,3,8,31,511,511,18.55,0.68,88.28
1701563520,12,3,8,32,512,512,18.55,0.68,88.28
1701563580,12,3,8,33,513,513,18.55,0.68,88.28
1701563640,12,3,8,34,514,514,18.55,0.68,88.28
1701563700,12,3,8,35,515,515,18.55,0.68,88.28
1701563760,12,3,8,36,516,516,18.55,0.68,88.28
1701563820,12,3,8,37,517,517,18.55,0.68,88.28
1701563880,12,3,8,38,518,518,18.55,0.68,88.28
1701563940,12,3,8,39,519,519,18.55,0.68,88.28
1701564000,12,3,8,40,520,520,18.55,0.68,88.28
1701564060,12,3,8,41,521,521,18.55,0.68,88.28
1701564120,12,3,8,42,522,522,18.55,0.68,88.28
1701564180,12,3,8,43,523,523,18.55,0.68,88.28
1701564240,12,3,8,44,524,524,18.55,0.68,88.28
1701564300,12,3,8,45,525,525,18.45,0.66,89.02
1701564360,12,3,8,46,526,526,18.45,0.66,89.02
1701564420,12,3,8,47,527,527,18.45,0.66,89.02
1701564480,12,3,8,48,528,528,18.45,0.66,89.02
1701564540,12,3,8,49,529,529,18.45,0.66,89.02
1701564600,12,3,8,50,530,530,18.45,0.66,89.02
1701564660,12,3,8,51,531,531,18.45,0.66,89.02
1701564720,12,3,8,52,532,532,18.45,0.66,89.02
1701564780,12,3,8,53,533,533,18.45,0.66,89.02
1701564840,12,3,8,54,534,534,18.45,0.66,89.02
1701564900,12,3,8,55,535,535,18.45,0.66,89.02
1701564960,12,3,8,56,536,536,18.45,0.66,89.02
1701565020,12,3,8,57,537,537,18.45,0.66,89.02
1701565080,12,3,8,58,538,538,18.45,0.66,89.02
1701565140,12,3,8,59,539,539,18.45,0.66,89.02
1701565200,12,3,9,0,540,540,18.45,0.66,89.02
1701565260,12,3,9,1,541,541,18.45,0.66,89.02
1701565320,12,3,9,2,542,542,18.45,0.66,89.02
1701565380,12,3,9,3,543,543,18.45,0.66,89.02
1701565440,12,3,9,4,544,544,18.45,0.66,89.02
1701565500,12,3,9,5,545,545,18.45,0.66,89.02
1701565560,12,3,9,6,546,546,18.45,0.66,89.02
1701565620,12,3,9,7,547,547,18.45,0.66,89.02
1701565680,12,3,9,8,548,548,18.45,0.66,89.02
1701565740,12,3,9,9,549,549,18.45,0.66,89.02
1701565800,12,3,9,10,550,550,18.45,0.66,89.02
1701565860,12,3,9,11,551,551,18.45,0.66,89.02
1701565920,12,3,9,12,552,552,18.45,0.66,89.02
1701565980,12,3,9,13,553,553,18.45,0.66,89.02
1701566040,12,3,9,14,554,554,18.45,0.66,89.02
1701566100,12,3,9,15,555,555,18.34,0.63,89.75
1701566160,12,3,9,16,556,556,18.34,0.63,89.75
1701566220,12,3,9,17,557,557,18.34,0.63,89.75
1701566280,12,3,9,18,558,558,18.34,0.63,89.75
1701566340,12,3,9,19,559,559,18.34,0.63,89.75
1701566400,12,3,9,20,560,560,18.34,0.63,89.75
1701566460,12,3,9,21,561,561,18.34,0.63,89.75
1701566520,12,3,9,22,562,562,18.34,0.63,89.75
1701566580,12,3,9,23,563,563,18.34,0.63,89.75
1701566640,12,3,9,24,564,564,18.34,0.63,89.75
1701566700,12,3,9,25,565,565,18.34,0.63,89.75
1701566760,12,3,9,26,566,566,18.34,0.63,89.75
1701566820,12,3,9,27,567,567,18.34,0.63,89.75
1701566880,12,3,9,28,568,568,18.34,0.63,89.75
1701566940,12,3,9,29,569,569,18.34,0.63,89.75
1701567000,12,3,9,30,570,570,18.34,0.63,89.75
1701567060,12,3,9,31,571,571,18.34,0.63,89.75
1701567120,12,3,9,32,572,572,18.34,0.63,89.75
1701567180,12,3,9,33,573,573,18.34,0.63,89.75
1701567240,12,3,9,34,574,574,18.34,0.63,89.75
1701567300,12,3,9,35,575,575,18.34,0.63,89.75
1701567360,12,3,9,36,576,576,18.34,0.63,89.75
1701567420,12,3,9,37,577,577,18.34,0.63,89.75
1701567480,12,3,9,38,578,578,18.34,0.63,89.75
1701567540,12,3,9,39,579,579,18.34,0.63,89.75
1701567600,12,3,9,40,580,580,18.34,0.63,89.75
1701567660,12,3,9,41,581,581,18.34,0.63,89.75
1701567720,12,3,9,42,582,582,18.34,0.63,89.75
1701567780,12,3,9,43,583,583,18.34,0.63,89.75
1701567840,12,3,9,44,584,584,18.34,0.63,89.75
1701567900,12,3,9,45,585,585,18.24,0.61,90.49
1701567960,12,3,9,46,586,586,18.24,0.61,90.49
1701568020,12,3,9,47,587,587,18.24,0.61,90.49
1701568080,12,3,9,48,588,588,18.24,0.61,90.49
1701568140,12,3,9,49,589,589,18.24,0.61,90.49
1701568200,12,3,9,50,590,590,18.24,0.61,90.49
1701568260,12,3,9,51,591,591,18.24,0.61,90.49
1701568320,12,3,9,52,592,592,18.24,0.61,90.49
1701568380,12,3,9,53,593,593,18.24,0.61,90.49
1701568440,12,3,9,54,594,594,18.24,0.61,90.49
1701568500,12,3,9,55,595,595,18.24,0.61,90.49
1701568560,12,3,9,56,596,596,18.24,0.61,90.49
1701568620,12,3,9,57,597,597,18.24,0.61,90.49
1701568680,12,3,9,58,598,598,18.24,0.61,90.49
1701568740,12,3,9,59,599,599,18.24,0.61,90.49
1701568800,12,3,10,0,600,600,18.24,0.61,90.49
1701568860,12,3,10,1,601,601,18.24,0.61,90.49
1701568920,12,3,10,2,602,602,18.24,0.61,90.49
1701568980,12,3,10,3,603,603,18.24,0.61,90.49
1701569040,12,3,10,4,604,604,18.24,0.61,90.49
1701569100,12,3,10,5,605,605,18.24,0.61,90.49
1701569160,12,3,10,6,606,606,18.24,0.61,90.49
1701569220,12,3,10,7,607,607,18.24,0.61,90.49
1701569280,12,3,10,8,608,608,18.24,0.61,90.49
1701569340,12,3,10,9,609,609,18.24,0.61,90.49
1701569400,12,3,10,10,610,610,18.24,0.61,90.49
1701569460,12,3,10,11,611,611,18.24,0.61,90.49
1701569520,12,3,10,12,612,612,18.24,0.61,90.49
1701569580,12,3,10,13,613,613,18.24,0.61,90.49
1701569640,12,3,10,14,614,614,18.24,0.61,90.49
1701569700,12,3,10,15,615,615,18.14,0.59,91.23
1701569760,12,3,10,16,616,616,18.14,0.59,91.23
1701569820,12,3,10,17,617,617,18.14,0.59,91.23
1701569880,12,3,10,18,618,618,18.14,0.59,91.23
1701569940,12,3,10,19,619,619,18.14,0.59,91.23
1701570000,12,3,10,20,620,620,18.14,0.59,91.23
1701570060,12,3,10,21,621,621,18.14,0.59,91.23
1701570120,12,3,10,22,622,622,18.14,0.59,91.23
1701570180,12,3,10,23,623,623,18.14,0.59,91.23
1701570240,12,3,10,24,624,624,18.14,0.59,91.23
1701570300,12,3,10,25,625,625,18.14,0.59,91.23
1701570360,12,3,10,26,626,626,18.14,0.59,91.23
1701570420,12,3,10,27,627,627,18.14,0.59,91.23
1701570480,12,3,10,28,628,628,18.14,0.59,91.23
1701570540,12,3,10,29,629,629,18.14,0.59,91.23
1701570600,12,3,10,30,630,630,18.14,0.59,91.23
1701570660,12,3,10,31,631,631,18.14,0.59,91.23
1701570720,12,3,10,32,632,632,18.14,0.59,91.23
1701570780,12,3,10,33,633,633,18.14,0.59,91.23
1701570840,12,3,10,34,634,634,18.14,0.59,91.23
1701570900,12,3,10,35,635,635,18.14,0.59,91.23
1701570960,12,3,10,36,636,636,18.14,0.59,91.23
1701571020,12,3,10,37,637,637,18.14,0.59,91.23
1701571080,12,3,10,38,638,638,18.14,0.59,91.23
1701571140,12,3,10,39,639,639,18.14,0.59,91.23
1701571200,12,3,10,40,640,640,18.14,0.59,91.23
1701571260,12,3,10,41,641,641,18.14,0.59,91.23
1701571320,12,3,10,42,642,642,18.14,0.59,91.23
1701571380,12,3,10,43,643,643,18.14,0.59,91.23
1701571440,12,3,10,44,644,644,18.14,0.59,91.23
1701571500,12,3,10,45,645,645,18.04,0.57,91.97
1701571560,12,3,10,46,646,646,18.04,0.57,91.97
1701571620,12,3,10,47,647,647,18.04,0.57,91.97
1701571680,12,3,10,48,648,648,18.04,0.57,91.97
1701571740,12,3,10,49,649,649,18.04,0.57,91.97
1701571800,12,3,10,50,650,650,18.04,0.57,91.97
1701571860,12,3,10,51,651,651,18.04,0.57,91.97
1701571920,12,3,10,52,652,652,18.04,0.57,91.97
1701571980,12,3,10,53,653,653,18.04,0.57,91.97
1701572040,12,3,10,54,654,654,18.04,0.57,91.97
1701572100,12,3,10,55,655,655,18.04,0.57,91.97
1701572160,12,3,10,56,656,656,18.04,0.57,91.97
1701572220,12,3,10,57,657,657,18.04,0.57,91.97
1701572280,12,3,10,58,658,658,18.04,0.57,91.97
1701572340,12,3,10,59,659,659,18.04,0.57,91.97
1701572400,12,3,11,0,660,660,18.04,0.57,91.97
1701572460,12,3,11,1,661,661,18.04,0.57,91.97
1701572520,12,3,11,2,662,662,18.04,0.57,91.97
1701572580,12,3,11,3,663,663,18.04,0.57,91.97
1701572640,12,3,11,4,664,664,18.04,0.57,91.97
1701572700,12,3,11,5,665,665,18.04,0.57,91.97
1701572760,12,3,11,6,666,666,18.04,0.57,91.97
1701572820,12,3,11,7,667,667,18.04,0.57,91.97
1701572880,12,3,11,8,668,668,18.04,0.57,91.97
1701572940,12,3,11,9,669,669,18.04,0.57,91.97
1701573000,12,3,11,10,670,670,18.04,0.57,91.97
1701573060,12,3,11,11,671,671,18.04,0.57,91.97
1701573120,12,3,11,12,672,672,18.04,0.57,91.97
1701573180,12,3,11,13,673,673,18.04,0.57,91.97
1701573240,12,3,11,14,674,674,18.04,0.57,91.97
1701573300,12,3,11,15,675,675,17.93,0.55,92.71
1701573360,12,3,11,16,676,676,17.93,0.55,92.71
1701573420,12,3,11,17,677,677,17.93,0.55,92.71
1701573480,12,3,11,18,678,678,17.93,0.55,92.71
1701573540,12,3,11,19,679,679,17.93,0.55,92.71
1701573600,12,3,11,20,680,680,17.93,0.55,92.71
1701573660,12,3,11,21,681,681,17.93,0.55,92.71
1701573720,12,3,11,22,682,682,17.93,0.55,92.71
1701573780,12,3,11,23,683,683,17.93,0.55,92.71
1701573840,12,3,11,24,684,684,17.93,0.55,92.71
1701573900,12,3,11,25,685,685,17.93,0.55,92.71
1701573960,12,3,11,26,686,686,17.93,0.55,92.71
1701574020,12,3,11,27,687,687,17.93,0.55,92.71
1701574080,12,3,11,28,688,688,17.93,0.55,92.71
1701574140,12,3,11,29,689,689,17.93,0.55,92.71
1701574200,12,3,11,30,690,690,17.93,0.55,92.71
1701574260,12,3,11,31,691,691,17.93,0.55,92.71
1701574320,12,3,11,32,692,692,17.93,0.55,92.71
1701574380,12,3,11,33,693,693,17.93,0.55,92.71
1701574440,12,3,11,34,694,694,17.93,0.55,92.71
1701574500,12,3,11,35,695,695,17.93,0.55,92.71
1701574560,12,3,11,36,696,696,17.93,0.55,92.71
1701574620,12,3,11,37,697,697,17.93,0.55,92.71
1701574680,12,3,11,38,698,698,17.93,0.55,92.71
1701574740,12,3,11,39,699,699,17.93,0.55,92.71
1701574800,12,3,11,40,700,700,17.93,0.55,92.71
1701574860,12,3,11,41,701,701,17.93,0.55,92.71
1701574920,12,3,11,42,702,702,17.93,0.55,92.71
1701574980,12,3,11,43,703,703,17.93,0.55,92.71
1701575040,12,3,11,44,704,704,17.93,0.55,92.71
1701575100,12,3,11,45,705,705,17.83,0.53,93.45
1701575160,12,3,11,46,706,706,17.83,0.53,93.45
1701575220,12,3,11,47,707,707,17.83,0.53,93.45
1701575280,12,3,11,48,708,708,17.83,0.53,93.45
1701575340,12,3,11,49,709,709,17.83,0.53,93.45
1701575400,12,3,11,50,710,710,17.83,0.53,93.45
1701575460,12,3,11,51,711,711,17.83,0.53,93.45
1701575520,12,3,11,52,712,712,17.83,0.53,93.45
1701575580,12,3,11,53,713,713,17.83,0.53,93.45
1701575640,12,3,11,54,714,714,17.83,0.53,93.45
1701575700,12,3,11,55,715,715,17.83,0.53,93.45
1701575760,12,3,11,56,716,716,17.83,0.53,93.45
1701575820,12,3,11,57,717,717,17.83,0.53,93.45
1701575880,12,3,11,58,718,718,17.83,0.53,93.45
1701575940,12,3,11,59,719,719,17.83,0.53,93.45
1701576000,12,3,12,0,720,720,17.83,0.53,93.45
1701576060,12,3,12,1,721,721,17.83,0.53,93.45
1701576120,12,3,12,2,722,722,17.83,0.53,93.45
1701576180,12,3,12,3,723,723,17.83,0.53,93.45
1701576240,12,3,12,4,724,724,17.83,0.53,93.45
1701576300,12,3,12,5,725,725,17.83,0.53,93.45
1701576360,12,3,12,6,726,726,17.83,0.53,93.45
1701576420,12,3,12,7,727,727,17.83,0.53,93.45
1701576480,12,3,12,8,728,728,17.83,0.53,93.45
1701576540,12,3,12,9,729,729,17.83,0.53,93.45
1701576600,12,3,12,10,730,730,17.83,0.53,93.45
1701576660,12,3,12,11,731,731,17.83,0.53,93.45
1701576720,12,3,12,12,732,732,17.83,0.53,93.45
1701576780,12,3,12,13,733,733,17.83,0.53,93.45
1701576840,12,3,12,14,734,734,17.83,0.53,93.45
1701576900,12,3,12,15,735,735,17.85,1.44,93.53
1701576960,12,3,12,16,736,736,17.85,1.44,93.53
1701577020,12,3,12,17,737,737,17.85,1.44,93.53
1701577080,12,3,12,18,738,738,17.85,1.44,93.53
1701577140,12,3,12,19,739,739,17.85,1.44,93.53
1701577200,12,3,12,20,740,740,17.85,1.44,93.53
1701577260,12,3,12,21,741,741,17.85,1.44,93.53
1701577320,12,3,12,22,742,742,17.85,1.44,93.53
1701577380,12,3,12,23,743,743,17.85,1.44,93.53
1701577440,12,3,12,24,744,744,17.85,1.44,93.53
1701577500,12,3,12,25,745,745,17.85,1.44,93.53
1701577560,12,3,12,26,746,746,17.85,1.44,93.53
1701577620,12,3,12,27,747,747,17.85,1.44,93.53
1701577680,12,3,12,28,748,748,17.85,1.44,93.53
1701577740,12,3,12,29,749,749,17.85,1.44,93.53
1701577800,12,3,12,30,750,750,17.85,1.44,93.53
1701577860,12,3,12,31,751,751,17.85,1.44,93.53
1701577920,12,3,12,32,752,752,17.85,1.44,93.53
1701577980,12,3,12,33,753,753,17.85,1.44,93.53
1701578040,12,3,12,34,754,754,17.85,1.44,93.53
1701578100,12,3,12,35,755,755,17.85,1.44,93.53
1701578160,12,3,12,36,756,756,17.85,1.44,93.53
1701578220,12,3,12,37,757,757,17.85,1.44,93.53
1701578280,12,3,12,38,758,758,17.85,1.44,93.53
1701578340,12,3,12,39,759,759,17.85,1.44,93.53
1701578400,12,3,12,40,760,760,17.85,1.44,93.53
1701578460,12,3,12,41,761,761,17.85,1.44,93.53
1701578520,12,3,12,42,762,762,17.85,1.44,93.53
1701578580,12,3,12,43,763,763,17.85,1.44,93.53
1701578640,12,3,12,44,764,764,17.85,1.44,93.53
1701578700,12,3,12,45,765,765,17.87,2.36,93.62
1701578760,12,3,12,46,766,766,17.87,2.36,93.62
1701578820,12,3,12,47,767,767,17.87,2.36,93.62
1701578880,12,3,12,48,768,768,17.87,2.36,93.62
1701578940,12,3,12,49,769,769,17.87,2.36,93.62
1701579000,12,3,12,50,770,770,17.87,2.36,93.62
1701579060,12,3,12,51,771,771,17.87,2.36,93.62
1701579120,12,3,12,52,772,772,17.87,2.36,93.62
1701579180,12,3,12,53,773,773,17.87,2.36,93.62
1701579240,12,3,12,54,774,774,17.87,2.36,93.62
1701579300,12,3,12,55,775,775,17.87,2.36,93.62
1701579360,12,3,12,56,776,776,17.87,2.36,93.62
1701579420,12,3,12,57,777,777,17.87,2.36,93.62
1701579480,12,3,12,58,778,778,17.87,2.36,93.62
1701579540,12,3,12,59,779,779,17.87,2.36,93.62
1701579600,12,3,13,0,780,780,17.87,2.36,93.62
1701579660,12,3,13,1,781,781,17.87,2.36,93.62
1701579720,12,3,13,2,782,782,17.87,2.36,93.62
1701579780,12,3,13,3,783,783,17.87,2.36,93.62
1701579840,12,3,13,4,784,784,17.87,2.36,93.62
1701579900,12,3,13,5,785,785,17.87,2.36,93.62
1701579960,12,3,13,6,786,786,17.87,2.36,93.62
1701580020,12,3,13,7,787,787,17.87,2.36,93.62
1701580080,12,3,13,8,788,788,17.87,2.36,93.62
1701580140,12,3,13,9,789,789,17.87,2.36,93.62
1701580200,12,3,13,10,790,790,17.87,2.36,93.62
1701580260,12,3,13,11,791,791,17.87,2.36,93.62
1701580320,12,3,13,12,792,792,17.87,2.36,93.62
1701580380,12,3,13,13,793,793,17.87,2.36,93.62
1701580440,12,3,13,14,794,794,17.87,2.36,93.62
1701580500,12,3,13,15,795,795,17.88,3.27,93.71
1701580560,12,3,13,16,796,796,17.88,3.27,93.71
1701580620,12,3,13,17,797,797,17.88,3.27,93.71
1701580680,12,3,13,18,798,798,17.88,3.27,93.71
1701580740,12,3,13,19,799,799,17.88,3.27,93.71
1701580800,12,3,13,20,800,800,17.88,3.27,93.71
1701580860,12,3,13,21,801,801,17.88,3.27,93.71
1701580920,12,3,13,22,802,802,17.88,3.27,93.71
1701580980,12,3,13,23,803,803,17.88,3.27,93.71
1701581040,12,3,13,24,804,804,17.88,3.27,93.71
1701581100,12,3,13,25,805,805,17.88,3.27,93.71
1701581160,12,3,13,26,806,806,17.88,3.27,93.71
1701581220,12,3,13,27,807,807,17.88,3.27,93.71
1701581280,12,3,13,28,808,808,17.88,3.27,93.71
1701581340,12,3,13,29,809,809,17.88,3.27,93.71
1701581400,12,3,13,30,810,810,17.88,3.27,93.71
1701581460,12,3,13,31,811,811,17.88,3.27,93.71
1701581520,12,3,13,32,812,812,17.88,3.27,93.71
1701581580,12,3,13,33,813,813,17.88,3.27,93.71
1701581640,12,3,13,34,814,814,17.88,3.27,93.71
1701581700,12,3,13,35,815,815,17.88,3.27,93.71
1701581760,12,3,13,36,816,816,17.88,3.27,93.71
1701581820,12,3,13,37,817,817,17.88,3.27,93.71
1701581880,12,3,13,38,818,818,17.88,3.27,93.71
1701581940,12,3,13,39,819,819,17.88,3.27,93.71
1701582000,12,3,13,40,820,820,17.88,3.27,93.71
1701582060,12,3,13,41,821,821,17.88,3.27,93.71
1701582120,12,3,13,42,822,822,17.88,3.27,93.71
1701582180,12,3,13,43,823,823,17.88,3.27,93.71
1701582240,12,3,13,44,824,824,17.88,3.27,93.71
1701582300,12,3,13,45,825,825,17.90,4.18,93.79
1701582360,12,3,13,46,826,826,17.90,4.18,93.79
1701582420,12,3,13,47,827,827,17.90,4.18,93.79
1701582480,12,3,13,48,828,828,17.90,4.18,93.79
1701582540,12,3,13,49,829,829,17.90,4.18,93.79
1701582600,12,3,13,50,830,830,17.90,4.18,93.79
1701582660,12,3,13,51,831,831,17.90,4.18,93.79
1701582720,12,3,13,52,832,832,17.90,4.18,93.79
1701582780,12,3,13,53,833,833,17.90,4.18,93.79
1701582840,12,3,13,54,834,834,17.90,4.18,93.79
1701582900,12,3,13,55,835,835,17.90,4.18,93.79
1701582960,12,3,13,56,836,836,17.90,4.18,93.79
1701583020,12,3,13,57,837,837,17.90,4.18,93.79
1701583080,12,3,13,58,838,838,17.90,4.18,93.79
1701583140,12,3,13,59,839,839,17.90,4.18,93.79
1701583200,12,3,14,0,840,840,17.90,4.18,93.79
1701583260,12,3,14,1,841,841,17.90,4.18,93.79
1701583320,12,3,14,2,842,842,17.90,4.18,93.79
1701583380,12,3,14,3,843,843,17.90,4.18,93.79
1701583440,12,3,14,4,844,844,17.90,4.18,93.79
1701583500,12,3,14,5,845,845,17.90,4.18,93.79
1701583560,12,3,14,6,846,846,17.90,4.18,93.79
1701583620,12,3,14,7,847,847,17.90,4.18,93.79
1701583680,12,3,14,8,848,848,17.90,4.18,93.79
1701583740,12,3,14,9,849,849,17.90,4.18,93.79
1701583800,12,3,14,10,850,850,17.90,4.18,93.79
1701583860,12,3,14,11,851,851,17.90,4.18,93.79
1701583920,12,3,14,12,852,852,17.90,4.18,93.79
1701583980,12,3,14,13,853,853,17.90,4.18,93.79
